demo_cat,demo_group,year,title,product_scenario,demand_scenario,refining_scenario,oil_price_scenario,scenario,scenario_title,sum_demo_emp,bau_sum_demo_emp,gap_emp,pop_2020,gap_emp_pc,gap_emp_pmil
Poverty,total_above_poverty,2029,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",8138.97782290628,10079.4397402713,-1940.46191736504,20607103.8469401,-9.41647080432982e-05,-94.1647080432982
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7636.00508540958,8431.19969362522,-795.194608215646,20607103.8469401,-3.85883729281892e-05,-38.5883729281892
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8431.19969362522,8431.19969362522,0,20607103.8469401,0,0
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",7070.86173519339,8431.19969362522,-1360.33795843184,20607103.8469401,-6.60130588235877e-05,-66.0130588235877
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7077.21378446161,8431.19969362522,-1353.98590916362,20607103.8469401,-6.57048132149181e-05,-65.7048132149181
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8455.7042191173,8431.19969362522,24.5045254920715,20607103.8469401,1.18913000458869e-06,1.18913000458869
Poverty,total_above_poverty,2030,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6507.26184362663,8431.19969362522,-1923.93784999859,20607103.8469401,-9.33628453706402e-05,-93.3628453706402
Poverty,total_above_poverty,2030,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9281.66517913718,10248.8484208431,-967.183241705932,20607103.8469401,-4.69344575972304e-05,-46.9344575972304
Poverty,total_above_poverty,2030,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",10248.8484208431,10248.8484208431,0,20607103.8469401,0,0
Poverty,total_above_poverty,2030,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8594.97598604,10248.8484208431,-1653.87243480311,20607103.8469401,-8.0257393134295e-05,-80.257393134295
Poverty,total_above_poverty,2030,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",8603.71563252152,10248.8484208431,-1645.13278832159,20607103.8469401,-7.98332847032204e-05,-79.8332847032204
Poverty,total_above_poverty,2030,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",10279.7242803829,10248.8484208431,30.8758595398031,20607103.8469401,1.49831144488495e-06,1.49831144488495
Poverty,total_above_poverty,2030,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",7911.17984199549,10248.8484208431,-2337.66857884762,20607103.8469401,-0.000113439937810317,-113.439937810317
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7571.81207239652,8465.49932632708,-893.687253930558,20607103.8469401,-4.33679211095576e-05,-43.3679211095576
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8465.49932632708,8465.49932632708,0,20607103.8469401,0,0
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6972.88944533495,8465.49932632708,-1492.60988099213,20607103.8469401,-7.24318124506255e-05,-72.4318124506255
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",6681.60707902116,8465.49932632708,-1783.89224730591,20607103.8469401,-8.65668587180339e-05,-86.5668587180339
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8420.8519917195,8465.49932632708,-44.6473346075782,20607103.8469401,-2.16659919507359e-06,-2.16659919507359
Poverty,total_above_poverty,2031,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6078.2025547516,8465.49932632708,-2387.29677157548,20607103.8469401,-0.000115848242882998,-115.848242882998
Poverty,total_above_poverty,2031,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9349.55557309012,10453.6362841255,-1104.0807110354,20607103.8469401,-5.35776749239483e-05,-53.5776749239483
Poverty,total_above_poverty,2031,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",10453.6362841255,10453.6362841255,0,20607103.8469401,0,0
Poverty,total_above_poverty,2031,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8610.38008642314,10453.6362841255,-1843.25619770238,20607103.8469401,-8.94476104644895e-05,-89.4476104644895
Poverty,total_above_poverty,2031,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",8252.11465466289,10453.6362841255,-2201.52162946263,20607103.8469401,-0.000106833140931133,-106.833140931133
Poverty,total_above_poverty,2031,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",10399.9387055633,10453.6362841255,-53.6975785622453,20607103.8469401,-2.60577997573486e-06,-2.60577997573486
Poverty,total_above_poverty,2031,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",7507.40280522331,10453.6362841255,-2946.23347890221,20607103.8469401,-0.000142971739298518,-142.971739298518
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7508.51669324402,8462.53629939601,-954.019606151996,20607103.8469401,-4.62956664477457e-05,-46.2956664477457
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8462.53629939601,8462.53629939601,0,20607103.8469401,0,0
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6875.81478933707,8462.53629939601,-1586.72151005894,20607103.8469401,-7.69987632344831e-05,-76.9987632344831
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",6447.54024306482,8462.53629939601,-2014.99605633119,20607103.8469401,-9.77816228470356e-05,-97.7816228470356
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8434.2083117613,8462.53629939601,-28.3279876347151,20607103.8469401,-1.37467097973214e-06,-1.37467097973214
Poverty,total_above_poverty,2032,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5821.56519382791,8462.53629939601,-2640.9711055681,20607103.8469401,-0.000128158285860255,-128.158285860255
Poverty,total_above_poverty,2032,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9388.25673386405,10581.660906668,-1193.40417280394,20607103.8469401,-5.79122705290362e-05,-57.9122705290362
Poverty,total_above_poverty,2032,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",10581.660906668,10581.660906668,0,20607103.8469401,0,0
Poverty,total_above_poverty,2032,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8597.62555330098,10581.660906668,-1984.03535336701,20607103.8469401,-9.6279194209118e-05,-96.279194209118
Poverty,total_above_poverty,2032,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",8063.94089082615,10581.660906668,-2517.72001584184,20607103.8469401,-0.000122177285781752,-122.177285781752
Poverty,total_above_poverty,2032,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",10548.0416244767,10581.660906668,-33.6192821912482,20607103.8469401,-1.63144139229639e-06,-1.63144139229639
Poverty,total_above_poverty,2032,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",7281.72463104067,10581.660906668,-3299.93627562732,20607103.8469401,-0.000160135858980364,-160.135858980364
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7421.97901769002,8459.72478860994,-1037.74577091992,20607103.8469401,-5.03586422734513e-05,-50.3586422734513
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8459.72478860994,8459.72478860994,0,20607103.8469401,0,0
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6755.49783693768,8459.72478860994,-1704.22695167227,20607103.8469401,-8.27009445058591e-05,-82.7009445058591
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",6203.97090456484,8459.72478860994,-2255.7538840451,20607103.8469401,-0.000109464867106013,-109.464867106013
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8427.72905945541,8459.72478860994,-31.9957291545325,20607103.8469401,-1.55265530722715e-06,-1.55265530722715
Poverty,total_above_poverty,2033,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5543.91666145114,8459.72478860994,-2915.8081271588,20607103.8469401,-0.000141495289625173,-141.495289625173
Poverty,total_above_poverty,2033,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9453.72943204474,10776.063785618,-1322.33435357328,20607103.8469401,-6.41688596027353e-05,-64.1688596027353
Poverty,total_above_poverty,2033,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",10776.063785618,10776.063785618,0,20607103.8469401,0,0
Poverty,total_above_poverty,2033,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8605.40264981726,10776.063785618,-2170.66113580076,20607103.8469401,-0.000105335575145514,-105.335575145514
Poverty,total_above_poverty,2033,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7905.20616404914,10776.063785618,-2870.85762156888,20607103.8469401,-0.000139313978465497,-139.313978465497
Poverty,total_above_poverty,2033,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",10737.5722975327,10776.063785618,-38.4914880852994,20607103.8469401,-1.86787470821694e-06,-1.86787470821694
Poverty,total_above_poverty,2033,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",7065.07086760785,10776.063785618,-3710.99291801017,20607103.8469401,-0.000180083186146568,-180.083186146568
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7345.24538902878,8457.09570822146,-1111.85031919268,20607103.8469401,-5.39547103489645e-05,-53.9547103489645
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8457.09570822146,8457.09570822146,0,20607103.8469401,0,0
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6644.98493143105,8457.09570822146,-1812.11077679041,20607103.8469401,-8.79362180270417e-05,-87.9362180270417
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",5968.72260442995,8457.09570822146,-2488.37310379151,20607103.8469401,-0.000120753169502808,-120.753169502808
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8421.49395144606,8457.09570822146,-35.6017567754025,20607103.8469401,-1.72764484712824e-06,-1.72764484712824
Poverty,total_above_poverty,2034,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5268.21346134406,8457.09570822146,-3188.8822468774,20607103.8469401,-0.000154746745130365,-154.746745130365
Poverty,total_above_poverty,2034,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9482.32599470234,10918.1098041962,-1435.7838094939,20607103.8469401,-6.96742162391296e-05,-69.6742162391296
Poverty,total_above_poverty,2034,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",10918.1098041962,10918.1098041962,0,20607103.8469401,0,0
Poverty,total_above_poverty,2034,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8579.06639144135,10918.1098041962,-2339.04341275489,20607103.8469401,-0.000113506654313397,-113.506654313397
Poverty,total_above_poverty,2034,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7708.8934893613,10918.1098041962,-3209.21631483494,20607103.8469401,-0.000155733495530061,-155.733495530061
Poverty,total_above_poverty,2034,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",10874.8829745271,10918.1098041962,-43.2268296691236,20607103.8469401,-2.09766641592105e-06,-2.09766641592105
Poverty,total_above_poverty,2034,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6805.31304528252,10918.1098041962,-4112.79675891373,20607103.8469401,-0.000199581503032239,-199.581503032239
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7277.90891481214,8454.64297221515,-1176.73405740301,20607103.8469401,-5.71033205899888e-05,-57.1033205899888
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8454.64297221515,8454.64297221515,0,20607103.8469401,0,0
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6539.02322441116,8454.64297221515,-1915.61974780399,20607103.8469401,-9.29591932001858e-05,-92.9591932001858
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",5729.37640899209,8454.64297221515,-2725.26656322306,20607103.8469401,-0.000132248887736242,-132.248887736242
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8415.46135289033,8454.64297221515,-39.1816193248269,20607103.8469401,-1.90136467578606e-06,-1.90136467578606
Poverty,total_above_poverty,2035,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5004.6353099237,8454.64297221515,-3450.00766229145,20607103.8469401,-0.000167418366400077,-167.418366400077
Poverty,total_above_poverty,2035,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9526.87634760747,11067.6072581515,-1540.73091054405,20607103.8469401,-7.47669794837684e-05,-74.7669794837684
Poverty,total_above_poverty,2035,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",11067.6072581515,11067.6072581515,0,20607103.8469401,0,0
Poverty,total_above_poverty,2035,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8560.55732937452,11067.6072581515,-2507.049928777,20607103.8469401,-0.00012165949894746,-121.65949894746
Poverty,total_above_poverty,2035,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7504.18382568898,11067.6072581515,-3563.42343246255,20607103.8469401,-0.000172922088369622,-172.922088369622
Poverty,total_above_poverty,2035,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",11019.5834600521,11067.6072581515,-48.0237980994152,20607103.8469401,-2.3304486868273e-06,-2.3304486868273
Poverty,total_above_poverty,2035,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6556.39662164116,11067.6072581515,-4511.21063651036,20607103.8469401,-0.000218915315321237,-218.915315321237
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7217.4254894925,8452.53933551658,-1235.11384602408,20607103.8469401,-5.99363139623077e-05,-59.9363139623077
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8452.53933551658,8452.53933551658,0,20607103.8469401,0,0
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6444.83170609283,8452.53933551658,-2007.70762942375,20607103.8469401,-9.74279376828525e-05,-97.4279376828525
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",5486.19708388964,8452.53933551658,-2966.34225162693,20607103.8469401,-0.000143947556806601,-143.947556806601
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8409.24812674914,8452.53933551658,-43.2912087674376,20607103.8469401,-2.10079053752456e-06,-2.10079053752456
Poverty,total_above_poverty,2036,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",4745.2670951219,8452.53933551658,-3707.27224039468,20607103.8469401,-0.000179902632991543,-179.902632991543
Poverty,total_above_poverty,2036,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9587.4417459929,11228.4308340289,-1640.98908803605,20607103.8469401,-7.96322035461437e-05,-79.6322035461437
Poverty,total_above_poverty,2036,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",11228.4308340289,11228.4308340289,0,20607103.8469401,0,0
Poverty,total_above_poverty,2036,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8562.20769155748,11228.4308340289,-2666.22314247147,20607103.8469401,-0.000129383690317423,-129.383690317423
Poverty,total_above_poverty,2036,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7292.97084662455,11228.4308340289,-3935.4599874044,20607103.8469401,-0.000190975889510489,-190.975889510489
Poverty,total_above_poverty,2036,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",11174.8038907488,11228.4308340289,-53.62694328012,20607103.8469401,-2.60235226058139e-06,-2.60235226058139
Poverty,total_above_poverty,2036,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6309.82544063372,11228.4308340289,-4918.60539339523,20607103.8469401,-0.000238684942334854,-238.684942334854
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7166.76320314468,8450.64222401356,-1283.87902086888,20607103.8469401,-6.23027394050582e-05,-62.3027394050582
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8450.64222401356,8450.64222401356,0,20607103.8469401,0,0
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6360.45358562536,8450.64222401356,-2090.1886383882,20607103.8469401,-0.000101430489888979,-101.430489888979
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",5247.73666310536,8450.64222401356,-3202.90556090821,20607103.8469401,-0.000155427253858567,-155.427253858567
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8403.46532714646,8450.64222401356,-47.1768968671022,20607103.8469401,-2.28935114888099e-06,-2.28935114888099
Poverty,total_above_poverty,2037,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",4476.10504664146,8450.64222401356,-3974.5371773721,20607103.8469401,-0.000192872186547567,-192.872186547567
Poverty,total_above_poverty,2037,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9636.36241412957,11362.8692195138,-1726.50680538427,20607103.8469401,-8.37821179632013e-05,-83.7821179632013
Poverty,total_above_poverty,2037,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",11362.8692195138,11362.8692195138,0,20607103.8469401,0,0
Poverty,total_above_poverty,2037,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8553.43547684029,11362.8692195138,-2809.43374267355,20607103.8469401,-0.00013633326466158,-136.33326466158
Poverty,total_above_poverty,2037,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",7062.23987524757,11362.8692195138,-4300.62934426627,20607103.8469401,-0.000208696446439506,-208.696446439506
Poverty,total_above_poverty,2037,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",11303.9488197506,11362.8692195138,-58.9203997632212,20607103.8469401,-2.85922758485881e-06,-2.85922758485881
Poverty,total_above_poverty,2037,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",6025.98068031493,11362.8692195138,-5336.88853919891,20607103.8469401,-0.000258982949706995,-258.982949706995
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7123.30830044118,8448.92615220893,-1325.61785176775,20607103.8469401,-6.43281977716916e-05,-64.3281977716916
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8448.92615220893,8448.92615220893,0,20607103.8469401,0,0
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6283.27713964204,8448.92615220893,-2165.64901256688,20607103.8469401,-0.000105092352067147,-105.092352067147
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",5021.93935799103,8448.92615220893,-3426.9867942179,20607103.8469401,-0.000166301233772196,-166.301233772196
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8398.0288756161,8448.92615220893,-50.8972765928284,20607103.8469401,-2.46988984822271e-06,-2.46988984822271
Poverty,total_above_poverty,2038,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",4205.29740485788,8448.92615220893,-4243.62874735105,20607103.8469401,-0.000205930381040962,-205.930381040962
Poverty,total_above_poverty,2038,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9707.92377651325,11514.660501608,-1806.73672509471,20607103.8469401,-8.76754316625135e-05,-87.6754316625135
Poverty,total_above_poverty,2038,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",11514.660501608,11514.660501608,0,20607103.8469401,0,0
Poverty,total_above_poverty,2038,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8564.51512483763,11514.660501608,-2950.14537677034,20607103.8469401,-0.000143161571790128,-143.161571790128
Poverty,total_above_poverty,2038,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",6851.36226148085,11514.660501608,-4663.29824012712,20607103.8469401,-0.000226295663610176,-226.295663610176
Poverty,total_above_poverty,2038,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",11450.5225849147,11514.660501608,-64.1379166932784,20607103.8469401,-3.11241779386685e-06,-3.11241779386685
Poverty,total_above_poverty,2038,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5739.8561782409,11514.660501608,-5774.80432336707,20607103.8469401,-0.000280233669236571,-280.233669236571
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7086.47429458822,8447.36039848666,-1360.88610389844,20607103.8469401,-6.60396586539509e-05,-66.0396586539509
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8447.36039848666,8447.36039848666,0,20607103.8469401,0,0
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6212.71636102005,8447.36039848666,-2234.64403746661,20607103.8469401,-0.000108440470532128,-108.440470532128
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",4795.2175851197,8447.36039848666,-3652.14281336697,20607103.8469401,-0.000177227369769832,-177.227369769832
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8392.88629715225,8447.36039848666,-54.4741013344101,20607103.8469401,-2.64346226131621e-06,-2.64346226131621
Poverty,total_above_poverty,2039,Above poverty line,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",3928.76792555871,8447.36039848666,-4518.59247292796,20607103.8469401,-0.000219273533364511,-219.273533364511
Poverty,total_above_poverty,2039,Above poverty line,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",9792.59218473023,11673.209330226,-1880.61714549581,20607103.8469401,-9.12606234948955e-05,-91.2606234948955
Poverty,total_above_poverty,2039,Above poverty line,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",11673.209330226,11673.209330226,0,20607103.8469401,0,0
Poverty,total_above_poverty,2039,Above poverty line,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",8586.79586813006,11673.209330226,-3086.41346209599,20607103.8469401,-0.000149774247027647,-149.774247027647
Poverty,total_above_poverty,2039,Above poverty line,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",6634.82440938787,11673.209330226,-5038.38492083817,20607103.8469401,-0.000244497478066832,-244.497478066832
Poverty,total_above_poverty,2039,Above poverty line,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",11603.9414930504,11673.209330226,-69.2678371756792,20607103.8469401,-3.36135721400583e-06,-3.36135721400583
Poverty,total_above_poverty,2039,Above poverty line,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",5439.11668865689,11673.209330226,-6234.09264156915,20607103.8469401,-0.000302521532762346,-302.521532762346
Poverty,total_above_poverty,2040,Above poverty line,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",7055.45590178815,8445.9469908883,-1390.49108910015,20607103.8469401,-6.74762984370861e-05,-67.4762984370861
Poverty,total_above_poverty,2040,Above poverty line,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",8445.9469908883,8445.9469908883,0,20607103.8469401,0,0
Poverty,total_above_poverty,2040,Above poverty line,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",6147.966583063,8445.9469908883,-2297.9804078253,20607103.8469401,-0.000111513991723128,-111.513991723128
Poverty,total_above_poverty,2040,Above poverty line,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",4584.13521746541,8445.9469908883,-3861.8117734229,20607103.8469401,-0.000187401965948569,-187.401965948569
Poverty,total_above_poverty,2040,Above poverty line,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",8388.03292251376,8445.9469908883,-57.9140683745409,20607103.8469401,-2.81039338689704e-06,-2.81039338689704
