demo_group,demo_cat,scen_id,demand_scenario,refining_scenario,product_scenario,title,ghg_perc_diff,metric,segment,unit_desc,metric_desc,seg_title,scenario,demand_title,scen_title,demo_grp_metric,cuf_05,cuf_06,cuf_07,diff_06_minus_05,diff_07_minus_06,pct_diff_06_minus_05,pct_diff_07_minus_06,has_differences
black,Race,BAU historical production,BAU,historical production,"",Black,0.00549319314029759,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_sum_cost_pv,0,0,0,0,0,,,zero
black,Race,BAU historical production,BAU,historical production,2020 prices,Black,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_forgone_wages_h,0,0,0,0,0,,,zero
black,Race,BAU historical production,BAU,historical production,2020 prices,Black,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_forgone_wages_l,0,0,0,0,0,,,zero
black,Race,BAU historical production,BAU,historical production,changing prices,Black,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_forgone_wages_h,0,0,0,0,0,,,zero
black,Race,BAU historical production,BAU,historical production,changing prices,Black,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_forgone_wages_l,0,0,0,0,0,,,zero
black,Race,BAU low exports,BAU,low exports,"",Black,-0.304254909976136,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_sum_cost_2019_pv,992.946994136481,946.282369075767,857.222780817664,-46.664625060714,-89.059588258103,-4.69960887502319,-9.41152357568359,non_zero
black,Race,BAU low exports,BAU,low exports,"",Black,-0.304254909976136,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_sum_cost_pv,1085.90633555366,1033.02202304878,936.16139834896,-52.88431250488,-96.8606246998201,-4.87006206459937,-9.3764336614967,non_zero
black,Race,BAU low exports,BAU,low exports,2020 prices,Black,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_forgone_wages_h,-204.584687142334,-203.074064420987,-201.593630179779,1.51062272134698,1.480434241208,0.738385038708202,0.729011971779398,non_zero
black,Race,BAU low exports,BAU,low exports,2020 prices,Black,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_forgone_wages_l,-15.0055081425818,-14.463843143118,-13.6601898017474,0.5416649994638,0.8036533413706,3.60977445293367,5.55629187497781,non_zero
black,Race,BAU low exports,BAU,low exports,changing prices,Black,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_forgone_wages_h,-262.866176268477,-260.768436586198,-258.967182483083,2.09773968227898,1.80125410311501,0.798025714855178,0.69074851492604,non_zero
black,Race,BAU low exports,BAU,low exports,changing prices,Black,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",black_forgone_wages_l,-21.1170334865574,-20.3553134482999,-19.3385670559029,0.761720038257501,1.016746392397,3.60713562699227,4.99499256044087,non_zero
black,Race,LC1 historical exports,LC1,historical exports,"",Black,-0.550668351511017,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",black_sum_cost_2019_pv,1214.07275166262,1198.81973749613,1155.84448497842,-15.2530141664899,-42.97525251771,-1.25635091847681,-3.58479687759135,non_zero
black,Race,LC1 historical exports,LC1,historical exports,"",Black,-0.550668351511017,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",black_sum_cost_pv,1339.28787493324,1324.18614869715,1277.81355884944,-15.1017262360899,-46.3725898477101,-1.12759373983302,-3.50196910708781,non_zero
black,Race,LC1 historical exports,LC1,historical exports,2020 prices,Black,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",black_forgone_wages_h,-268.548767439407,-266.733750083583,-264.885408202855,1.81501735582401,1.84834188072801,0.675861361468932,0.692953883844404,non_zero
black,Race,LC1 historical exports,LC1,historical exports,2020 prices,Black,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",black_forgone_wages_l,-23.7075663364646,-22.0396007493911,-21.6536064034488,1.6679655870735,0.385994345942297,7.03558333825266,1.75136723360545,non_zero
black,Race,LC1 historical exports,LC1,historical exports,changing prices,Black,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",black_forgone_wages_h,-356.438776268549,-353.917699406346,-351.552671125051,2.52107686220302,2.365028281295,0.707295903267152,0.668242443161799,non_zero
black,Race,LC1 historical exports,LC1,historical exports,changing prices,Black,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",black_forgone_wages_l,-34.0680387892181,-31.7267299773404,-31.3127373472436,2.3413088118777,0.4139926300968,6.87244964808094,1.30487015331387,non_zero
black,Race,LC1 historical production,LC1,historical production,"",Black,0.00820535705280947,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",black_sum_cost_2019_pv,-3.77611893308126,-3.77611893308126,-3.77611893308126,0,0,0,0,zero
black,Race,LC1 historical production,LC1,historical production,"",Black,0.00820535705280947,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",black_sum_cost_pv,-4.29288793848085,-4.29288793848085,-4.29288793848085,0,0,0,0,zero
black,Race,LC1 historical production,LC1,historical production,2020 prices,Black,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",black_forgone_wages_h,-4.10361077031843,-4.10361077031843,-4.10361077031843,0,0,0,0,zero
black,Race,LC1 historical production,LC1,historical production,2020 prices,Black,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",black_forgone_wages_l,-0.363288070413337,-0.363288070413337,-0.363288070413337,0,0,0,0,zero
black,Race,LC1 historical production,LC1,historical production,changing prices,Black,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",black_forgone_wages_h,-4.95083996293771,-4.95083996293771,-4.95083996293771,0,0,0,0,zero
black,Race,LC1 historical production,LC1,historical production,changing prices,Black,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",black_forgone_wages_l,-0.468423256322307,-0.468423256322307,-0.468423256322307,0,0,0,0,zero
black,Race,LC1 low exports,LC1,low exports,"",Black,-0.68652858248236,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",black_sum_cost_2019_pv,1567.04574495423,1552.16340080285,1495.95761206589,-14.88234415138,-56.2057887369599,-0.949707064985185,-3.62112575956163,non_zero
black,Race,LC1 low exports,LC1,low exports,"",Black,-0.68652858248236,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",black_sum_cost_pv,1728.6375174576,1713.14219504563,1652.69276261227,-15.4953224119702,-60.44943243336,-0.896389338741182,-3.52857063518594,non_zero
black,Race,LC1 low exports,LC1,low exports,2020 prices,Black,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",black_forgone_wages_h,-352.512757590951,-349.995327992631,-348.354752578616,2.51742959832001,1.64057541401502,0.714138579132272,0.468742089622853,non_zero
black,Race,LC1 low exports,LC1,low exports,2020 prices,Black,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",black_forgone_wages_l,-28.5996485289809,-27.9830161470364,-27.5878672438426,0.616632381944502,0.3951489031938,2.15608377606336,1.41210261652102,non_zero
black,Race,LC1 low exports,LC1,low exports,changing prices,Black,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",black_forgone_wages_h,-464.21631364475,-460.83395828895,-458.80834293872,3.38235535580003,2.02561535023,0.728616219719594,0.439554271944496,non_zero
black,Race,LC1 low exports,LC1,low exports,changing prices,Black,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",black_forgone_wages_l,-40.9893507138969,-40.2677168300851,-39.8564994282001,0.721633883811798,0.411217401884997,1.76053992376888,1.02120863623876,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,"",DAC,-0.168394679004793,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_sum_cost_2019_pv,821.449943517449,821.449943517449,764.216623652071,0,-57.233319865378,0,-6.96735331434864,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,"",DAC,-0.168394679004793,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_sum_cost_pv,896.512090382469,896.512090382469,832.578183318398,0,-63.9339070640709,0,-7.1314048912375,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,2020 prices,DAC,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_forgone_wages_h,-146.078945215701,-146.078945215701,-142.984835058669,0,3.09411015703199,0,2.11810822734461,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,2020 prices,DAC,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_forgone_wages_l,-9.78278130733793,-9.78278130733793,-8.86538920195304,0,0.91739210538489,0,9.37762050038639,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,changing prices,DAC,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_forgone_wages_h,-186.214296012355,-186.214296012355,-182.036446843148,0,4.17784916920698,0,2.24357058436039,non_zero
dac,DAC,BAU historical exports,BAU,historical exports,changing prices,DAC,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",dac_forgone_wages_l,-13.6547021944476,-13.6547021944476,-12.3998320393288,0,1.2548701551188,0,9.19002214218239,non_zero
dac,DAC,BAU historical production,BAU,historical production,"",DAC,0.00549319314029759,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_sum_cost_2019_pv,0,0,0,0,0,,,zero
dac,DAC,BAU historical production,BAU,historical production,"",DAC,0.00549319314029759,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_sum_cost_pv,0,0,0,0,0,,,zero
dac,DAC,BAU historical production,BAU,historical production,2020 prices,DAC,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_forgone_wages_h,0,0,0,0,0,,,zero
dac,DAC,BAU historical production,BAU,historical production,2020 prices,DAC,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_forgone_wages_l,0,0,0,0,0,,,zero
dac,DAC,BAU historical production,BAU,historical production,changing prices,DAC,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_forgone_wages_h,0,0,0,0,0,,,zero
dac,DAC,BAU historical production,BAU,historical production,changing prices,DAC,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",dac_forgone_wages_l,0,0,0,0,0,,,zero
dac,DAC,BAU low exports,BAU,low exports,"",DAC,-0.304254909976136,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_sum_cost_2019_pv,1158.27770619109,1117.87927383498,1051.02080072254,-40.3984323561099,-66.8584731124402,-3.48780194422952,-5.98083126481775,non_zero
dac,DAC,BAU low exports,BAU,low exports,"",DAC,-0.304254909976136,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_sum_cost_pv,1265.5670559099,1219.83333119667,1147.59944906601,-45.73372471323,-72.2338821306601,-3.61369431194217,-5.92161898542302,non_zero
dac,DAC,BAU low exports,BAU,low exports,2020 prices,DAC,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_forgone_wages_h,-211.890058064206,-210.072297521081,-209.23642201703,1.81776054312499,0.835875504050989,0.857879109445607,0.397898968076506,non_zero
dac,DAC,BAU low exports,BAU,low exports,2020 prices,DAC,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_forgone_wages_l,-14.7386143250446,-13.9963128354222,-13.5126713695576,0.742301489622399,0.483641465864601,5.03644015137192,3.45549196814599,non_zero
dac,DAC,BAU low exports,BAU,low exports,changing prices,DAC,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_forgone_wages_h,-271.047964909828,-268.518015993302,-267.791225911923,2.529948916526,0.726790081379022,0.933395282037132,0.270667157542662,non_zero
dac,DAC,BAU low exports,BAU,low exports,changing prices,DAC,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",dac_forgone_wages_l,-20.641881388458,-19.605197714093,-19.1292102608087,1.036683674365,0.475987453284297,5.02223443132789,2.42786357080265,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,"",DAC,-0.550668351511017,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_sum_cost_2019_pv,1413.30936889882,1405.96450881273,1384.13018976524,-7.34486008608997,-21.83431904749,-0.519692308543367,-1.55297796712721,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,"",DAC,-0.550668351511017,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_sum_cost_pv,1557.76161415773,1550.93931119028,1527.67780382595,-6.82230296745001,-23.2615073643301,-0.437955519345544,-1.49983350067243,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,2020 prices,DAC,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_forgone_wages_h,-266.158982778458,-265.560812775737,-267.181340386471,0.598170002720963,-1.62052761073397,0.224741617388454,-0.610228442139349,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,2020 prices,DAC,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_forgone_wages_l,-21.674883482828,-19.6090954415376,-19.182863087809,2.0657880412904,0.426232353728601,9.53079190911004,2.17364617862852,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,changing prices,DAC,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_forgone_wages_h,-350.003849894963,-349.092907842098,-351.335774418902,0.910942052865039,-2.24286657680403,0.260266295110301,-0.64248414287996,non_zero
dac,DAC,LC1 historical exports,LC1,historical exports,changing prices,DAC,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",dac_forgone_wages_l,-31.0004805695767,-28.0980930082829,-27.6715209836217,2.9023875612938,0.426572024661198,9.36239538216111,1.51815293847682,non_zero
dac,DAC,LC1 historical production,LC1,historical production,"",DAC,0.00820535705280947,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",dac_sum_cost_2019_pv,-4.23132360129257,-4.23132360129257,-4.23132360129257,0,0,0,0,zero
dac,DAC,LC1 historical production,LC1,historical production,"",DAC,0.00820535705280947,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",dac_sum_cost_pv,-4.77736803923794,-4.77736803923794,-4.77736803923794,0,0,0,0,zero
dac,DAC,LC1 historical production,LC1,historical production,2020 prices,DAC,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",dac_forgone_wages_h,-3.61530367190214,-3.61530367190214,-3.61530367190214,0,0,0,0,zero
dac,DAC,LC1 historical production,LC1,historical production,2020 prices,DAC,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",dac_forgone_wages_l,-0.337876075405015,-0.337876075405015,-0.337876075405015,0,0,0,0,zero
dac,DAC,LC1 historical production,LC1,historical production,changing prices,DAC,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",dac_forgone_wages_h,-4.45016562730941,-4.45016562730941,-4.45016562730941,0,0,0,0,zero
dac,DAC,LC1 historical production,LC1,historical production,changing prices,DAC,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",dac_forgone_wages_l,-0.442315390961189,-0.442315390961189,-0.442315390961189,0,0,0,0,zero
dac,DAC,LC1 low exports,LC1,low exports,"",DAC,-0.68652858248236,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",dac_sum_cost_2019_pv,1772.52101520558,1764.72835305935,1732.62133287993,-7.79266214622999,-32.10702017942,-0.439637221752555,-1.81937464334151,non_zero
dac,DAC,LC1 low exports,LC1,low exports,"",DAC,-0.68652858248236,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",dac_sum_cost_pv,1952.97231817067,1945.09903792768,1910.79135448762,-7.87328024298995,-34.3076834400599,-0.403143463414001,-1.76380136800703,non_zero
dac,DAC,LC1 low exports,LC1,low exports,2020 prices,DAC,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",dac_forgone_wages_h,-329.805748322129,-328.367739353381,-329.062175743422,1.43800896874797,-0.694436390041005,0.436016951209543,-0.211481307941055,non_zero
dac,DAC,LC1 low exports,LC1,low exports,2020 prices,DAC,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",dac_forgone_wages_l,-24.788994005721,-24.12011410547,-23.6611257286272,0.668879900251,0.4589883768428,2.69829384805463,1.90292788349086,non_zero
dac,DAC,LC1 low exports,LC1,low exports,changing prices,DAC,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",dac_forgone_wages_h,-431.460441766429,-429.460001935541,-430.417715993044,2.00043983088801,-0.957714057502983,0.463643856363303,-0.223004250264668,non_zero
dac,DAC,LC1 low exports,LC1,low exports,changing prices,DAC,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",dac_forgone_wages_l,-35.4042355559529,-34.6360902123236,-34.1826091593994,0.7681453436293,0.453481052924204,2.16964250623438,1.30927321803445,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,"",Hawaiian or Other Pacific Islander,-0.168394679004793,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_sum_cost_2019_pv,400.859850126512,400.859850126512,404.327482409379,0,3.46763228286699,0,0.865048540474332,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,"",Hawaiian or Other Pacific Islander,-0.168394679004793,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_sum_cost_pv,438.275327993037,438.275327993037,442.26931020663,0,3.99398221359297,0,0.911295242623474,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,2020 prices,Hawaiian or Other Pacific Islander,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_forgone_wages_h,-114.387877975984,-114.387877975984,-115.01719845653,0,-0.629320480545999,0,-0.550163611460759,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,2020 prices,Hawaiian or Other Pacific Islander,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_forgone_wages_l,-8.34654344554654,-8.34654344554654,-8.12790630662104,0,0.2186371389255,0,2.6194932111946,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,changing prices,Hawaiian or Other Pacific Islander,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_forgone_wages_h,-146.951539083719,-146.951539083719,-147.82161091395,0,-0.870071830230984,0,-0.592080787759086,non_zero
hawaiian_pacisl,Race,BAU historical exports,BAU,historical exports,changing prices,Hawaiian or Other Pacific Islander,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",hawaiian_pacisl_forgone_wages_l,-11.7512358399511,-11.7512358399511,-11.4725040941687,0,0.2787317457824,0,2.37193559535913,non_zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,"",Hawaiian or Other Pacific Islander,0.00549319314029759,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_sum_cost_2019_pv,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,"",Hawaiian or Other Pacific Islander,0.00549319314029759,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_sum_cost_pv,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,2020 prices,Hawaiian or Other Pacific Islander,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_forgone_wages_h,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,2020 prices,Hawaiian or Other Pacific Islander,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_forgone_wages_l,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,changing prices,Hawaiian or Other Pacific Islander,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_forgone_wages_h,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU historical production,BAU,historical production,changing prices,Hawaiian or Other Pacific Islander,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",hawaiian_pacisl_forgone_wages_l,0,0,0,0,0,,,zero
hawaiian_pacisl,Race,BAU low exports,BAU,low exports,"",Hawaiian or Other Pacific Islander,-0.304254909976136,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",hawaiian_pacisl_sum_cost_2019_pv,622.819471428212,626.88122322553,646.508536735573,4.06175179731804,19.627313510043,0.652155557693769,3.13094614782899,non_zero
hawaiian_pacisl,Race,BAU low exports,BAU,low exports,"",Hawaiian or Other Pacific Islander,-0.304254909976136,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",hawaiian_pacisl_sum_cost_pv,681.548353080815,686.230533128171,707.942849797621,4.68218004735604,21.7123166694499,0.686991616396856,3.16399746459469,non_zero
hawaiian_pacisl,Race,BAU low exports,BAU,low exports,2020 prices,Hawaiian or Other Pacific Islander,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",hawaiian_pacisl_forgone_wages_h,-200.780554357544,-201.260579055566,-202.589298587636,-0.480024698022021,-1.32871953206998,-0.239079277153109,-0.660198603375347,non_zero
